ignition_type,fuel_type,body_type,kilometers_driven,transmission,owner_no,owner,manufacturer,model,model_year,central_variant_id,variant_name,price,priceActual,priceSaving,priceFixedText,trendingText,heading,car_links,features,registration_year,insurance,Fuel_type,kms_driven,rto,ownership,engine_displacement,Transmission,year_of_manufacture,engine,max_power,torque,wheel_size,seats,color,engine_type,displacement,engine_max_power,engine_max_torque,no_of_cylinders,values_per_cylinder,fuel_suppy_system,turbo_charger,length,width,height,wheel_base,kerb_weight,gear_box,drive_type,steering_type,seating_capacity,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_of_doors,cargo_volumn,City
0,Petrol,Hatchback,"28,000",Manual,1,1st Owner,Ford,Ford Figo,2015,1021,1.2P Titanium MT,₹ 2.59 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Ford-Figo-1.2p-Titanium-Mt-cars-Kolkata_b6b109d1-e140-4392-9e24-1111bc6fdd25.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Aug 2015,Comprehensive,Petrol,"28,000 Kms",WB02,First Owner,1196 cc,Manual,2015.0,1196 CC,86.8bhp,112Nm,14,5,Grey,Ti-VCT Petrol Engine,1196,86.8bhp@6300rpm,112Nm@4000rpm,4.0,4.0,Direct Injection,No,3886mm,1695mm,1525mm,2491mm,1040-1130kg,5 Speed,FWD,EPAS,5,Ventilated Disc,Drum,Tubeless,14,5,257-litres,Kolkata
0,Petrol,Coupe,"12,300",Automatic,2,2nd Owner,Audi,Audi S5 Sportback,2021,8396,3.0L TFSI Quattro BSVI,₹ 59.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Audi-S5-Sportback-3.0l-Tfsi-Quattro-Bsvi-cars-Kolkata_1fbf6e3d-8b1f-4572-81ad-6039a11fff33.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Oct 2021,Third Party insurance,Petrol,"12,300 Kms",WB02,Second Owner,2994 cc,Automatic,2021.0,2994 CC,348.66bhp,500Nm,19,5,Blue,3.0 L V6 TFSI Petrol engine,2994,348.66bhp@5400-6400rpm,500Nm@1370-4500rpm,6.0,4.0,TFSI,Yes,4765mm,1845mm,1390mm,2825mm,1760kg,8-speed tiptronic,AWD,,5,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",19,4,465,Kolkata
0,Petrol,SUV,"10,372",Automatic,2,2nd Owner,Kia,Kia Seltos,2020,8948,HTX IVT,₹ 13 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Kia-Seltos-Htx-Ivt-cars-Kolkata_03ef45cc-148d-4808-b151-0fd577f1b584.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Jul 2020,Comprehensive,Petrol,"10,372 Kms",WB02,Second Owner,1497 cc,Automatic,2020.0,1497 CC,113.43bhp,144Nm,17,5,White,SMARTSTREAM G1.5,1497,113.43bhp@6300rpm,144Nm@4500rpm,4.0,4.0,MPI,No,4315mm,1800mm,1645mm,2610mm,1400,IVT,FWD,Electric,5,Disc,Disc,"Tubeless, Radial",17,5,433,Kolkata
0,Petrol,Hatchback,"6,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2019,3970,1.2 Alpha,₹ 6.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Alpha-cars-Kolkata_8fe4ed0d-5830-428e-b63a-1a4621fff146.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Mar 2019,Comprehensive,Petrol,"6,000 Kms",WB20,First Owner,1197 cc,Manual,2019.0,1197 CC,83.1bhp,115Nm,16,5,Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,890Kg,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless,Radial",16,5,339-litres,Kolkata
0,Petrol,SUV,"30,022",Automatic,1,1st Owner,Jeep,Jeep Compass,2018,7657,1.4 Limited Plus,₹ 10.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Jeep-Compass-1.4-Limited-Plus-cars-Kolkata_174ecc87-e543-4c90-8c29-1f959b8ce3f6.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Dec 2018,Comprehensive,Petrol,"30,022 Kms",WB02,First Owner,1368 cc,Automatic,2018.0,1368 CC,160.77bhp,250Nm,18,5,Grey,1.4-Litre 4-Cyl Multiair Engine,1368,160.77bhp@3750rpm,250Nm@1750-2500rpm,4.0,4.0,CRDI,Yes,4395mm,1818mm,1640mm,2636mm,1562 kgs,7 Speed,4X2,Power,5,Disc,Discs,"Radial, Tubless",18,5,408-litres,Kolkata
0,Petrol,SUV,"47,000",Automatic,1,1st Owner,Jeep,Jeep Compass,2018,5935,1.4 Limited Option,₹ 9.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Jeep-Compass-1.4-Limited-Option-cars-Kolkata_7ffad768-8e9b-420b-8b8b-170aa75ff4f4.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Jan 2018,Third Party insurance,Petrol,"47,000 Kms",WB08,First Owner,1368 cc,Automatic,2018.0,1368 CC,160bhp,250Nm,17,5,White,1.4-Litre 4-Cyl Multiair Engine,1368,160bhp@3750rpm,250Nm@1750-2500rpm,4.0,4.0,CRDI,Yes,4395mm,1818mm,1640mm,2636mm,1562 kgs,7 Speed,4X2,Power,5,Disc,Discs,"Radial, Tubless",17,5,408-litres,Kolkata
0,Diesel,SUV,"50,247",Automatic,2,2nd Owner,Land Rover,Land Rover Range Rover Evoque,2021,9010,2.0 R-Dynamic SE Diesel,₹ 54 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Land-Rover-Range-Rover-Evoque-2.0-R-dynamic-Se-Diesel-cars-Kolkata_6b654ce7-02e0-4f46-9a53-07a290b9ebdc.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Speakers Front",Dec 2021,Comprehensive,Diesel,"50,247 Kms",JH01,Second Owner,1997 cc,Automatic,2021.0,1997 CC,246.74bhp,430Nm,18,5,Silicon Silver,Diesel engine,1997,246.74bhp@5500rpm,430Nm@1750-2500rpm,4.0,4.0,,Yes,4371 mm,2100mm,1649 mm,2681mm,1787kg,9-speed automatic,AWD,Power,5,Disc,Disc,"Tubeless,Radial",18,5,472,Kolkata
0,Petrol,Hatchback,"2,704",Manual,1,1st Owner,Maruti,Maruti S-Presso,2022,7173,VXI Plus 2019-2022,₹ 5.53 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-S-presso-Vxi-Plus-2019-2022-cars-Kolkata_b895b5a7-0cb6-4413-9bb6-db07fd681b9b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Nov 2022,Zero Dep,Petrol,"2,704 Kms",WB26,First Owner,998 cc,Manual,2022.0,998 CC,65.71bhp,89Nm,,5,Silver,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,3565,1520,1567,2380,736-775,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless, Radial",,5,,Kolkata
0,Petrol,Hatchback,"14,425",Manual,1,1st Owner,Maruti,Maruti Celerio,2022,10359,ZXI Plus,₹ 6.32 Lakh,₹ 6.88 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-Celerio-Zxi-Plus-cars-Kolkata_6cd58704-638c-409f-a603-e698817d1ff2.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Sept 2022,Zero Dep,Petrol,"14,425 Kms",WB18,First Owner,998 cc,Manual,2022.0,998 CC,65.71bhp,89Nm,15,5,Brown,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,3695mm,1655,1555,2435,820,5-Speed,,Electric,5,Ventilated Disc,Drum,"Tubeless, Radial",15,5,313,Kolkata
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Ignis,2018,5552,1.2 Delta BSIV,₹ 3.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Ignis-1.2-Delta-Bsiv-cars-Kolkata_0e3be4a4-06ef-4e5d-bd83-0ac49556778a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",2018,Third Party insurance,Petrol,"40,000 Kms",WB02,First Owner,1197 cc,Manual,2018.0,1197 CC,81.80bhp,113Nm,,5,Others,1.2-Litre VVT Petrol Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,3700mm,1690mm,1595mm,2435mm,835,5 Speed,FWD,Electrical,5,Disc,Drum,"Tubeless,Radial",,5,260-litres,Kolkata
0,Petrol,Sedan,"32,488",Automatic,2,2nd Owner,Volkswagen,Volkswagen Vento,2017,6009,1.2 Highline Plus AT 16 Alloy,₹ 6.90 Lakh,₹ 7.74 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-Vento-1.2-Highline-Plus-At-16-Alloy-cars-Kolkata_ca290c79-ec6b-4bbb-9ef4-28fa0ceb988e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Mar 2018,Third Party,Petrol,"32,488 Kms",WB02,Second Owner,1197 cc,Automatic,2017.0,1197 CC,103.5bhp,175Nm,16,5,Silver,TSI Petrol Engine,1197,103.5bhp@5000rpm,175Nm@1500-4100rpm,4.0,2.0,Direct Injection,Yes,4390mm,1699mm,1467mm,2553mm,1179Kg,7 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",16,4,494-liters,Kolkata
0,Petrol,Hatchback,"73,949",Manual,2,2nd Owner,Honda,Honda Brio,2012,1203,S MT,₹ 2.19 Lakh,₹ 2.40 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Honda-Brio-S-Mt-cars-Kolkata_da9a58f4-4745-485c-b786-c1667bb9a848.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Mar 2012,Comprehensive,Petrol,"73,949 Kms",WB06,Second Owner,1198 cc,Manual,2012.0,1198 CC,86.8bhp,109Nm,,5,Others,i-VTEC Engine,1198,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,PGM - Fi,No,3610mm,1680mm,1500mm,2345mm,925kg,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless,Radial",,5,175-litres,Kolkata
0,Petrol,Hatchback,"40,000",Automatic,1,1st Owner,Maruti,Maruti Celerio,2018,6052,ZXI AMT BSIV,₹ 3.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-Zxi-Amt-Bsiv-cars-Kolkata_1bdcb3f6-0ad7-42ea-9e6d-83a47bd5442b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Apr 2018,Third Party insurance,Petrol,"40,000 Kms",WB06,First Owner,998 cc,Automatic,2018.0,998 CC,67.04bhp,90Nm,,5,Silver,K10B Engine,998,67.04bhp@6000rpm,90Nm@3500rpm,3.0,4.0,MPFi,No,3695mm,1600mm,1560mm,2425mm,847kg,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,Kolkata
0,Petrol,Hatchback,"55,920",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2014,1550,Asta Option,₹ 3.38 Lakh,₹ 3.46 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Grand-I10-Asta-Option-cars-Kolkata_ea95b4ad-3353-4d37-8ea9-a64e092a4575.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Jul 2014,Comprehensive,Petrol,"55,920 Kms",WB08,Second Owner,1197 cc,Manual,2014.0,1197 CC,82bhp,114Nm,14,5,Others,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,3765mm,1660mm,1520mm,2425mm,935kg,5 Speed,FWD,Power,5,Disc,Drum,Tubeless,14,5,256-liters,Kolkata
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Ford,Ford Ecosport,2017,6085,1.5 Petrol Ambiente BSIV,₹ 5 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-1.5-Petrol-Ambiente-Bsiv-cars-Kolkata_74933323-4f01-4d93-ad8f-442c9f5a9998.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",2017,Third Party insurance,Petrol,"30,000 Kms",WW06,First Owner,1497 cc,Manual,2017.0,1497 CC,121.36bhp,150Nm,,5,Others,Ti-VCT Petrol Engine,1497,121.36bhp@6500rpm,150Nm@4500rpm,3.0,4.0,Direct Injection,No,3998mm,1765mm,1647mm,2519mm,1220Kg,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",,4,352-litres,Kolkata
0,Petrol,Hatchback,"33,805",Manual,1,1st Owner,Maruti,Maruti Swift,2014,10403,VXI,₹ 4.08 Lakh,₹ 4.37 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-Swift-Vxi-cars-Kolkata_26f7c3c1-eb2d-41fc-b477-44b5e357cc1b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Aug 2014,Comprehensive,Petrol,"33,805 Kms",WB12,First Owner,1197 cc,Manual,2014.0,1197 CC,88.50bhp,113Nm,,5,Others,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,3845mm,1735,1530,2450,875-905,5-Speed,,Electric,5,Disc,Drum,"Radial, Tubeless",,5,268,Kolkata
0,Petrol,Sedan,"73,781",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2014,1873,1.2 Kappa S,₹ 2.89 Lakh,₹ 3.12 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Xcent-1.2-Kappa-S-cars-Kolkata_d6cd3849-e4a5-428f-8c94-d25616512cd9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Jul 2014,Comprehensive,Petrol,"73,781 Kms",WB02,First Owner,1197 cc,Manual,2014.0,1197 CC,82bhp,114Nm,,5,Others,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,Direct Injection,No,3995mm,1660mm,1520mm,2425mm,1160,5 Speed ,FWD ,Power,5,Disc ,Drum,Tubeless,,4,407-litres,Kolkata
0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2015,3943,LXI,₹ 2.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-Lxi-cars-Kolkata_62c680af-bbff-495a-a620-6c30e0b607d4.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Day Night Rear View Mirror, Passenger Side Rear View Mirror",2015,Third Party insurance,Petrol,"50,000 Kms",WB74,Second Owner,796 cc,Manual,2015.0,796 CC,47.3bhp,69Nm,,5,White,F8D Petrol Engine,796,47.3bhp@6000rpm,69Nm@3500rpm,3.0,4.0,MPFi,No,3395mm,1490mm,1475mm,2360mm,720kg,5 Speed,FWD,Power,5,Solid Disc,Drum,Tubeless Tyres,,5,177-litres,Kolkata
0,Petrol,Hatchback,"65,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2014,1481,Sportz 1.2,₹ 3.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-I20-Sportz-1.2-cars-Kolkata_61debcee-f7da-4d6f-a820-5ec0cf395671.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Dec 2014,Third Party insurance,Petrol,"65,000 Kms",WB02,First Owner,1197 cc,Manual,2014.0,1197 CC,81.83bhp,114.7Nm,,5,Red,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,MPFI,No,3985mm,1734mm,1505mm,2570mm,1066kg,5 Speed,FWD,Power,5,Disc,Drum,Tubeless,,5,295-litres,Kolkata
0,Petrol,Hatchback,"48,072",Manual,2,2nd Owner,Hyundai,Hyundai i20,2011,1644,1.2 Magna,₹ 2.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-I20-1.2-Magna-cars-Kolkata_52cbc549-17d2-4a70-825e-2951b648cea3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Rear, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Nov 2011,Third Party,Petrol,"48,072 Kms",WB26,Second Owner,1197 cc,Manual,2011.0,1197 CC,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",14,5,Grey,In-Line Engine,1197,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",4.0,4.0,MPFI,No,3940 mm,1710 mm,1505 mm,"2,525 mm",1020,5 Speed,,Power,5,Disk,Drum,"Tubeless,Radial",14,5,,Kolkata
0,Petrol,SUV,"75,420",Automatic,1,1st Owner,Kia,Kia Seltos,2020,7122,GTX Plus DCT,₹ 12 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Kia-Seltos-Gtx-Plus-Dct-cars-Kolkata_97fc9ebf-d6eb-472c-8175-d7c53dd1b3f3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Sept 2020,Third Party insurance,Petrol,"75,420 Kms",CG04,First Owner,1353 cc,Automatic,2020.0,1353 CC,138.08bhp,242nm,17,5,Red,Smartstream G1.4,1353,138.08bhp@6000rpm,242nm@1500-3200rpm,4.0,4.0,GDi,Yes,4315mm,1800mm,1645mm,2610mm,1535,7-Speed DCT,FWD,Electric,5,Disc,Disc,"Tubeless, Radial",17,5,433,Kolkata
0,Diesel,Sedan,"16,100",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz C-Class,2019,6598,Progressive C 220d,₹ 30.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Mercedes-benz-C-class-Progressive-C-220d-cars-Kolkata_7d2f36b4-e9a2-4665-a059-e80a28e77d95.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Jan 2019,Third Party insurance,Diesel,"16,100 Kms",WB02,Second Owner,1950 cc,Automatic,2019.0,1950 CC,194bhp,400Nm,17,5,Blue,In-Line Engine,1950,194bhp@3800rpm,400Nm@1600-2800rpm,4.0,4.0,CRDi,Yes,4686mm,2020mm,1442mm,2840mm,1655kg,9 Speed,RWD,Power,5,Disc,Disc,"Tubeless, Radial",17,4,480-litres,Kolkata
0,Diesel,SUV,"40,722",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2018,4297,VDi,₹ 7.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-Vdi-cars-Kolkata_78d5a04d-2d5a-43ed-9d33-b79bdfb47ce9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",May 2018,Comprehensive,Diesel,"40,722 Kms",WB06,First Owner,1248 cc,Manual,2018.0,1248 CC,88.5bhp,200Nm,,5,Red,DDiS 200 Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,CRDi,Yes,3995mm,1790mm,1640mm,2500mm,1180kg,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",,5,328-litres,Kolkata
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Swift,2015,7084,VXI,₹ 4.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Vxi-cars-Kolkata_f98ca588-3cfd-4038-8d27-580832c5f762.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",2015,Third Party insurance,Petrol,"40,000 Kms",,First Owner,1197 cc,Manual,2015.0,1197 CC,81.80bhp,113Nm,,5,Others,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFi,No,3840mm,1735mm,1530mm,2450mm,855-885,5,FWD,Electric,5,Disc,Drum,Tubeless,,5,268,Kolkata
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Maruti,Maruti Swift,2008,5319,1.3 VXi,₹ 2 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Swift-1.3-Vxi-cars-Kolkata_58e6e66e-fed2-4184-afb9-85e4f11f3521.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist",2008,Third Party insurance,Petrol,"50,000 Kms",,First Owner,1298 cc,Manual,2008.0,1298 CC,88.2,11.5,14,5,Silver,In-Line Engine,1298,88.2@6000 (PS@rpm),"11.5@4,500 (kgm@rpm)",4.0,4.0,MPFI,No,3760mm,1690mm,1530mm,2390mm,890,5 Speed,,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",14,5,232 litres,Kolkata
0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Maruti,Maruti Estilo,2009,4079,LXI,₹ 1.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Estilo-Lxi-cars-Kolkata_c7abb758-fcd6-4428-ae0e-6e900575cd7f.htm,,2009,Third Party insurance,Petrol,"50,000 Kms",WB24,Second Owner,1061 cc,Manual,2009.0,1061 CC,,,,,Gold,,1061,,,4.0,4.0,,,,,,,,,,,,,,,,,,Kolkata
